table.gene_name,table.logFC,table.logCPM,table.F,table.PValue,table.FDR,adjust.method,comparison,test
zipt-1,-2.005454974434839,7.151834299687321,15.236802259021651,0.001996496278721706,0.01674747438629392,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sec-31,-1.829946195432452,7.0964995325647795,15.227714371006607,0.002000770412208494,0.01674747438629392,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pst-1,-2.598455121903959,5.7555447174046535,15.181128540341613,0.0020228486346127775,0.01688877712395875,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F25B4.7,-3.054024124688866,6.030527187542585,15.169467776659962,0.0020284193812427024,0.01688877712395875,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gst-1,-2.5568631665135046,7.724072216103132,15.136617263598716,0.002044209727084434,0.016939192340527407,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
catp-8,-2.0676650095201974,8.590625145248818,15.136161070566688,0.002044430014448705,0.016939192340527407,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y39B6A.3,-3.235744750375029,5.488812185903434,15.11740044709335,0.002053513224198254,0.016992886997199492,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
madf-8,-3.1523084838437687,5.629051638703571,15.106326667109693,0.0020588968489131517,0.017015870286777174,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sel-2,-2.2067471112617127,7.862108076068954,15.081775056302535,0.0020708917067826993,0.017076164025729555,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
riok-1,-2.469109904799269,6.498009117578747,15.038890549324393,0.0020920394461424806,0.017202677007385713,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fce-1,-2.569108076290631,6.998730357299571,15.01408372666251,0.002104387542353086,0.017275486379607324,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpl-5,-3.221304812211735,7.37793915397213,14.974268064516403,0.0021243848897803314,0.017400644515782052,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ipla-2,-2.24931191489899,5.826964103809708,14.964688501938644,0.0021292292568458665,0.017400644515782052,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sec-15,-3.511583087118406,4.993397275920793,14.955251455185717,0.0021340141661472137,0.017400644515782052,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C16A3.4,-2.5356922815161953,6.997142810367992,14.943282881107146,0.0021401007116209204,0.017400644515782052,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dhps-1,-2.9655514752952303,5.732542271776456,14.856963196803955,0.002184603171331084,0.01765256696240179,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
phip-1,-2.7277056419838863,5.9551883289439544,14.833777184085145,0.0021967402524566693,0.017728698526933984,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rft-2,-3.2080505096992975,6.69179969994356,14.81961400709559,0.002204192912538969,0.017749359406970186,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hecd-1,-2.9983917369694066,7.62405724985905,14.808700264598397,0.002209955858868738,0.017769460347972894,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T23D8.3,-2.456618173825044,6.335809322616355,14.792866556148548,0.0022183480668020593,0.01779311367094674,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mtss-1,-2.5535600684211004,6.139845637286729,14.755071384247257,0.002238531155164287,0.017928175230580625,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
swd-2.2,-2.2589859169451825,7.034117354689197,14.745180332850724,0.0022438484359548583,0.017928175230580625,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0019.2,-2.2012276559613664,6.777513375736678,14.743604752885368,0.0022446968047828363,0.017928175230580625,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fbxa-215,-2.2303474933328764,9.356846890023643,14.740869435438848,0.002246170522073051,0.017928175230580625,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C04E6.11,-2.337108618646588,6.7384152042577,14.71803854256892,0.0022585153643958347,0.017988286255081146,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sar-1,-2.478618548419505,7.0493425111526475,14.715191781714502,0.00226006017686861,0.017988286255081146,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W07G4.3,-2.0364560409094206,6.885462152581178,14.701555080807342,0.002267477345371693,0.017988286255081146,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T05H4.10,-3.0444657417865346,5.258141533988427,14.688801952458547,0.0022744396533434514,0.01802162196198956,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F52B11.2,-2.4854665746399514,5.76173872100552,14.659832398594256,0.002290347924525224,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eor-2,-2.4987680177971545,6.9586920129327,14.651332660963522,0.0022950400709970003,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
wee-1.3,-1.938063147476285,7.595892951379066,14.63726920818188,0.002302828245950113,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
his-38,-2.4103837886517705,5.0482274774048035,14.633927344765574,0.002304683464876795,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
trap-4,-1.888600783802917,8.076488371931616,14.633209193941378,0.0023050823704806023,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pan-1,-3.0733012712461685,5.558288940312766,14.630049360400447,0.002306838496246448,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rin-1,-2.717521851305198,6.773563112990875,14.623538014175866,0.0023104622041424557,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
let-607,-3.013568883207093,7.783708102410349,14.61135551280437,0.0023172598980304797,0.01807573461677539,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
D2023.6,-2.8692089487658725,7.177720166372307,14.585744407232271,0.0023316268809140802,0.018094710087673088,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ivd-1,-2.0468525962475552,7.016232352051995,14.584003624591238,0.0023326071708611325,0.018094710087673088,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
chp-1,-2.8738926955801207,5.88708071761073,14.578074379586539,0.002335949729191683,0.018094710087673088,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C27A7.6,-2.9965173195642847,5.584905255886704,14.561936926487766,0.0023450754305904937,0.01814099228237599,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y39A3CL.4,-3.3989603367957537,5.1728292510933365,14.516853914735682,0.0023707911840704773,0.018318219693249878,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
acs-19,-2.59115537107889,8.394054238079486,14.487704396443789,0.002387593600054446,0.0184262394973469,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
akir-1,-2.104803067925927,7.477507552118524,14.478880362687846,0.0023927073503881746,0.018443903530914275,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F46B6.12,-2.6916173497345532,6.06052386044891,14.445375771454197,0.002412240913064187,0.018507075113273888,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y110A2AR.1,-1.8955771110981032,7.796694098351223,14.429722862494758,0.0024214305123337683,0.01855556532767275,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tag-151,-2.0720140968675578,6.234204194125691,14.420121990065892,0.0024270872706130386,0.01855556532767275,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C50F4.16,-3.043105554848741,6.5092347529826124,14.39580773409596,0.002441482189719877,0.01861687834478713,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
unc-101,-2.6595620320675644,4.7010128988084166,14.393189805370234,0.002443038034249723,0.01861687834478713,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pld-1,-2.38100453720029,6.321960594108325,14.392141589221954,0.0024436613174272583,0.01861687834478713,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dhhc-6,-2.520695178866214,7.239154087574179,14.378913073189356,0.002451543145809085,0.018655157574577523,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F53F10.8,-3.46134598968936,3.798067090000701,14.328879547651903,0.0024816238362205746,0.018796429265294817,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tbce-1,-2.633570033849768,6.4417021398447725,14.302832586446467,0.0024974540238187253,0.01887094396181409,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vps-35,-1.8140939681425678,7.411064804366178,14.287541899713963,0.0025068019435220174,0.01887094396181409,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gck-2,-2.0701264466199687,6.741720117062509,14.283557406673722,0.0025092445584487732,0.01887094396181409,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C08H9.16,-3.4214146481808676,6.303799485276209,14.27486266461517,0.0025145843539252965,0.01887094396181409,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F47G4.4,-2.86092590300089,4.797539613113096,14.256806114478607,0.0025257160644163246,0.01892071593033527,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C02F5.3,-2.433415658727393,6.088308141499374,14.253450863622566,0.0025277908821211893,0.01892071593033527,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ima-3,-1.8880118716314538,7.143554162876437,14.242617622446843,0.0025345035336188466,0.01893337937185063,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F45F2.11,-3.0253817290058014,7.429311831796794,14.227510777037406,0.002543899040516557,0.01896017903599612,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK550.3,-2.8694383417165645,7.110138331149236,14.217530635314132,0.0025501283704860646,0.018984935154964102,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R04D3.3,-3.5322169968652544,8.29086769575109,14.184528451078124,0.0025708546318825624,0.019067858340613714,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
coh-3,-2.3950224801249553,6.066763144182594,14.179744235654269,0.0025738755444325735,0.019067858340613714,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nath-10,-2.0562798023857765,6.918789289044755,14.167366780839442,0.0025817103343701215,0.019067858340613714,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eral-1,-2.8072076520623974,5.889756594313454,14.156887956849749,0.0025883650873098235,0.019095407519825806,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pssy-2,-2.585390713047513,6.322421603457116,14.14922994150127,0.002593241108199784,0.019109786902298406,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hda-4,-2.647233503063817,4.67486628009738,14.11497238067723,0.0026151853647886896,0.01919862516890968,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
acl-6,-2.6869257636731727,7.4198189033917465,14.09681181999622,0.00262690633201351,0.019221502424623,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
wdr-12,-2.5414912328897548,6.245111567859229,14.093687519742307,0.002628928958748088,0.019221502424623,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
egg-6,-2.9493618707871203,9.007019136108099,14.09299645964191,0.0026293765866300723,0.019221502424623,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
emb-30,-2.5329067771631033,6.7294017334672755,14.089021112210675,0.0026319533110143916,0.019221502424623,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R09F10.8,-3.2096480346917624,7.944519327740907,14.07200421127738,0.002643016636414124,0.01923513382756719,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
let-630,-2.5571796036544585,6.3038531168009335,14.071901901413254,0.0026430833159371593,0.01923513382756719,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F35C11.5,-3.2705455447596554,7.772684276961636,14.071050936633652,0.002643638000617753,0.01923513382756719,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
D1044.6,-2.762668404873595,7.350300222614978,14.068036103798036,0.002645604254427223,0.01923513382756719,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
epg-5,-2.8010891518994394,4.852798535021696,14.05738635169605,0.0026525636362299742,0.01924287553438389,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mpst-1,-2.6973443920786564,5.071282867684423,14.039180869473991,0.0026645100972256244,0.019265204692112153,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y39A1A.14,-2.487648386702341,5.89810070858035,14.038792226515996,0.0026647658093819655,0.019265204692112153,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
aco-2,-1.8586557946205462,8.856402831788909,14.033395736889455,0.002668319455940489,0.019265204692112153,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
puf-12,-2.6947200256534143,6.278333481852798,14.030247442485905,0.002670395197788559,0.019265204692112153,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T01C3.3,-3.5781360589120004,7.223639033917414,14.021962531464965,0.002675866644267053,0.0192833701108384,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dap-3,-3.2263076597868006,5.360382693789196,14.002703112618418,0.0026886364459878325,0.01935199645619841,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pssy-1,-2.2690408169067604,4.834158708140384,13.993272812946248,0.0026949150771682297,0.01935199645619841,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F35G2.1,-2.289360939870966,7.975439877442471,13.991823271725528,0.002695881689660448,0.01935199645619841,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F44E2.8,-2.7768797570908497,7.57021920925689,13.989778913015838,0.0026972456387104535,0.01935199645619841,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C45G9.2,-2.4443213353873867,6.6085072763720865,13.975009451380663,0.0027071234612264555,0.019388307908439848,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
imp-2,-1.8197412231502061,8.618735341862497,13.97333530052187,0.002708245797594906,0.019388307908439848,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tufm-1,-2.3098141312233365,7.605175082406315,13.963449900614016,0.002714883973117192,0.019414542673036304,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK287.7,-2.9756386027875044,5.65181387386667,13.949227913508656,0.002724467587585862,0.01946176026186881,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y56A3A.22,-2.734507531792159,6.798470816573629,13.94026052086343,0.0027305306560473476,0.019483753719489762,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
chin-1,-2.452190804802793,6.223612119152142,13.935744954170724,0.0027335897031870414,0.019484287305794972,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lpl-1,-2.67502614072283,5.8658267932890436,13.929076838091474,0.0027381143058553955,0.019486085993959328,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T19A6.1,-2.502820974643279,6.293029941119791,13.9032764048014,0.002755703594556842,0.01955650953137133,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nfx-1,-3.2962021824901484,7.96523518649898,13.875412727691122,0.002774847894474445,0.01962836609211663,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pdi-3,-2.2384705146275774,9.998932107946215,13.859405457805867,0.0027859162505015,0.01964875740671075,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpl-39,-3.219444920986686,4.692450919182331,13.858189734905553,0.0027867589766601554,0.01964875740671075,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C47G2.3,-2.8187998845158746,5.874447996163097,13.830599433473887,0.0028059645686519348,0.019741533048198794,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
jtr-1,-3.210120402614858,5.854344670512893,13.819317913716683,0.0028138621269905156,0.019775786681508156,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dhhc-14,-3.3468145034519905,4.8737956309232215,13.807054251582795,0.0028224766953235014,0.019815000369642087,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
glo-4,-3.055102785554113,4.889934861865022,13.798282805542707,0.002828657065241279,0.019823690315946565,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F33H2.2,-1.9186800500495362,8.389252281485078,13.796681562831326,0.002829787007882095,0.019823690315946565,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pqn-53,-2.280401940311859,6.498234761037092,13.783532486084239,0.002839085831768832,0.019834258397245924,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mma-1,-2.887772084196225,5.840154116677997,13.781665269930787,0.002840409189986972,0.019834258397245924,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gob-1,-3.185024870140288,4.4306509309553705,13.772093730920538,0.0028472041811709397,0.019834840858977798,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
D1014.4,-2.9753561041606194,6.3434858653630455,13.769180292175122,0.0028492762465209607,0.019834840858977798,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
noca-1,-2.194440957761088,8.031552199499012,13.733921272881174,0.0028744929577393325,0.01996549417136181,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rps-21,-3.522743753854629,4.531999405015658,13.709882042974037,0.0028918349279764806,0.020007544035599744,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hyl-2,-3.521883435534045,5.0472466132364255,13.708542797946048,0.002892804651494281,0.020007544035599744,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mmcm-1,-2.286201869420848,7.46387001476821,13.701902668735682,0.002897618264817129,0.020019629260307974,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpl-36.A,-3.347619331519074,6.01326627714301,13.691965008841088,0.0029048398394245847,0.020033954726530932,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sdha-2,-2.5357276758212652,7.247842306652123,13.687121921408451,0.002908366869173447,0.020033954726530932,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mrps-18C,-2.6753328645263026,5.899188970892832,13.682187521557655,0.0029119655438011724,0.020033954726530932,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
exos-4.1,-3.562641464016389,6.176169627115721,13.67085764104114,0.002920248164154214,0.020035377370758514,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
calu-1,-2.6809500566626965,6.245846116600344,13.669993314525023,0.0029208811522091586,0.020035377370758514,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
marc-3,-2.0144094107453507,8.460378196373883,13.667468568798977,0.0029227310634634936,0.020035377370758514,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dars-1,-1.8380313885389417,8.506772940720808,13.622548895760703,0.00295587413484032,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cpg-4,-2.6526810429549963,8.182726664033456,13.62042127294255,0.0029574548161013015,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W04C9.4,-3.390772591215102,4.762280205821896,13.614073156526167,0.002962176912729977,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ddl-3,-2.6601401713796524,5.81006717096233,13.600974109387455,0.002971948607518589,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y55F3BR.6,-2.7565111623736263,4.134779527159149,13.600376734164557,0.0029723951375710904,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpl-35,-3.3188275087133703,5.827301756543733,13.598525945952568,0.00297377907481587,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
myrf-1,-2.652943410513627,5.046062321300512,13.589534758538367,0.0029805130051468436,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pdhb-1,-2.541090033411167,6.947214327579534,13.584828420894189,0.0029840449078158797,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cope-1,-2.8391660862647554,7.222642296821764,13.580064021568985,0.0029876253641216996,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y54F10AR.2,-2.702432503964817,6.0808238735622915,13.574516131328645,0.002991800941511495,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nol-16,-3.121897609660065,6.271269969145787,13.574158716604385,0.0029920701806428634,0.020169468015881774,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
bath-5,-4.154726904536722,5.794167899143399,13.551493161340238,0.0030092020105555724,0.020254721574141578,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tcc-1,-3.141870354762606,9.070152074355121,13.542034476138166,0.003016385256627667,0.02028216203967254,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tbcd-1,-2.1020082269813987,7.115639049879228,13.53293844066238,0.003023311994425052,0.020307823057202846,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hpk-1,-2.571869617272394,6.247793987156316,13.52624235137492,0.0030284230206420286,0.020321247586610282,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
zipt-11,-3.064971731083633,7.313950312568213,13.516855109944178,0.0030356051671555097,0.02032765757575213,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
perm-3,-2.212427142185817,7.453470084018601,13.495312202556361,0.003052162934552127,0.02041759405706028,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mrps-33,-3.5181231801516764,4.884568264199091,13.480171443057673,0.0030638631897300125,0.020474885123589817,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0035.15,-3.222078816881001,6.132998641458038,13.464680249487628,0.0030758885154494467,0.020534229158864454,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tmem-131,-2.7657354231012463,9.382960583873182,13.45846934996321,0.0030807253200349676,0.020545511352919613,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpl-24.1,-3.191362709328489,6.637155314407207,13.442473374876581,0.0030932233237567497,0.02058680436371847,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mtx-1,-2.783487302880639,7.096658323213982,13.433882592985158,0.0030999599330467707,0.02061062973814905,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpl-34,-3.3368979226792232,5.2639768119046115,13.42572833585629,0.0031063700945922032,0.020626127785205527,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rbd-1,-2.836044155622902,6.323888397313772,13.422884586338629,0.0031086092419424474,0.020626127785205527,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nipa-1,-2.7127576752172464,5.859578666778352,13.409671019577347,0.0031190382749679254,0.020653347765989438,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cas-2,-2.5895490683569116,6.598009562958439,13.397435424618324,0.003128731893332326,0.020675597704014937,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
