table.gene_name,table.logFC,table.logCPM,table.F,table.PValue,table.FDR,adjust.method,comparison,test
csn-1,1.9314230509513797,7.787920854548156,12.059707720168598,0.004437434445106916,0.024826334317888585,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K02B12.5,1.6323194268065713,7.594745517105165,12.056657696667267,0.0044410782284880065,0.024826334317888585,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK632.9,1.616478182789548,7.524597940812599,12.05583262969973,0.004442064515692651,0.024826334317888585,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F44E2.7,2.0467698896918325,8.22414717247493,12.053304029866231,0.004445088806495904,0.024826334317888585,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y45F3A.4,4.63393189398778,2.1151867425551854,12.042543806466185,0.0044579853540429515,0.02485583806707637,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R12C12.5,1.7457486358709924,7.805666975109425,12.001938581260228,0.0045070480682506955,0.02502064379675673,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cul-1,2.3660199287979435,8.312704746969732,11.991851132959118,0.004519334341767041,0.02502064379675673,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tag-123,2.289943624978932,7.463153522463481,11.957544225651299,0.004561413496583392,0.02514300456815737,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lin-61,2.002137264096725,7.956728979741596,11.957510902853098,0.0045614545908767385,0.02514300456815737,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tyms-1,2.060450439838881,8.712541847377901,11.950094669511298,0.0045706112095557395,0.025153743282305175,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
let-858,1.9600669425892647,8.533588092697508,11.920980068950994,0.004606766692015316,0.025296534678021867,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
com-1,1.5701435319068255,7.264953758900903,11.87958466033668,0.004658750481998782,0.025474859210192668,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
JC8.7,2.0588155037788973,6.3248346559595925,11.865234887215067,0.004676930664584113,0.02551017569680006,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
algn-5,2.0343967211014817,5.882484563938016,11.823489203506094,0.004730293367085953,0.02573673782808682,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cyk-4,2.0588398591701105,9.298609190565225,11.796568276619936,0.0047650836623843755,0.02579704082231143,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R05G9.3,2.137112517944951,7.259962584224877,11.789937606142201,0.004773698456597274,0.025821348347044387,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ssb-1,1.7277522346678806,9.02394427534822,11.787028856951782,0.004777483351696986,0.025821348347044387,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
knl-1,1.9068012894032738,8.897212495312937,11.758633178362915,0.00481461711873593,0.02594177539639866,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vps-26,2.2593908120775894,7.512531948667293,11.75208248510424,0.0048232314975595785,0.02594177539639866,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
flh-1,1.9063564284114838,8.858881935936896,11.748567110308073,0.004827861765871272,0.02594177539639866,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lap-1,1.8067374940970702,8.802250561366677,11.747054296933811,0.004829855965018739,0.02594177539639866,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dnj-11,1.929816556028706,9.284034302899753,11.729405610868787,0.004853191904976098,0.02597329355393751,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y62E10A.13,2.00356416067165,7.084334489882862,11.723792140650533,0.004860641936106902,0.02597329355393751,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
prp-17,2.27195573118601,8.509926255505633,11.718241081118492,0.004868022297964112,0.02597329355393751,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
toca-1,2.9857157085754977,4.992783115302508,11.715128011207257,0.004872166989900941,0.02597329355393751,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C27F2.10,1.620964855819712,7.520538227988253,11.71024858554948,0.00487867168949226,0.02597329355393751,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y39G10AR.9,1.9313757016908126,8.172882430568068,11.703926278092768,0.00488711499276921,0.02597329355393751,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
allo-1,1.984719833374843,8.973084226348368,11.699129972892678,0.004893531758524538,0.02597550313122497,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
apy-1,2.2552408157741533,5.936399930039312,11.684239126270851,0.004913516464008158,0.026038118919242664,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R01H10.7,1.5275385735348719,7.226573823970729,11.681433754478196,0.004917292177580978,0.026038118919242664,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y48G10A.2,1.8492278921776621,7.13637311612671,11.6699073735057,0.0049328410519024765,0.02605705439148161,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dhfr-1,1.6619691046764655,7.541745512238901,11.652547874067622,0.00495636738538737,0.026117935963837078,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dhs-19,2.0072531566661107,5.787135385543631,11.64716447270289,0.0049636898503766635,0.02613542825250745,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rnp-1,2.3096862885827307,8.72131199091233,11.637904010513557,0.004976315500423099,0.026159713286845743,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hpo-3,2.067114213166498,9.369079813887971,11.628987577537252,0.004988507623146605,0.02618164491280079,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mrg-1,2.5155885231461057,8.980008798424382,11.616612883021126,0.005005486451414089,0.026249655454845453,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
algn-3,1.6326877943640474,6.687153952803863,11.588766005264446,0.005043941935544625,0.026387737898374085,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sig-7,1.8394690205681141,7.655898087510836,11.576096567257043,0.005061552298623821,0.02642725023473428,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK686.3,1.8010085923552466,9.160225858897379,11.575357354241119,0.005062582014867316,0.02642725023473428,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pcaf-1,1.7816179180567309,7.729967226431194,11.573182228753447,0.005065613364665143,0.02642725023473428,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F52A8.1,1.8509371085005468,7.585504517682242,11.57086732026397,0.005068841855325533,0.02642725023473428,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mtr-4,1.9336439766181281,8.389224638082233,11.554215298093078,0.005092136705526622,0.026470191521005826,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cir-1,1.928179191080535,8.129371360355593,11.550208177599163,0.005097761031396871,0.02647834667779648,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F44E7.5,1.9257244849062367,6.766996117442386,11.509738351922648,0.005154973116339055,0.026690578490545354,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rhy-1,2.0192676514285837,5.550212749473564,11.483079413155984,0.005193071348589784,0.026797733014051136,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
csn-3,1.9779322879183072,8.28479902399513,11.48122938668675,0.005195727421021376,0.026797733014051136,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ncbp-1,2.013709042957206,9.056736647680271,11.47577317660622,0.00520357013335245,0.026799335093649523,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpa-1,2.102334143926219,10.216551921048039,11.474980402223384,0.005204710813102711,0.026799335093649523,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mex-3,2.1822951692511547,10.262748711599581,11.464427283751318,0.0052199230256620485,0.026839839215262267,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lido-9,2.201918412563301,7.504426231520173,11.46382078510625,0.005220798867113352,0.026839839215262267,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y48G10A.4,1.759541532004588,7.0255482694267215,11.449971307912808,0.005240845700391523,0.026900535831647993,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
D1046.2,2.113616723451074,7.613177863419574,11.44327300448768,0.0052505736678149315,0.026929297311204782,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pnk-4,2.208723019034855,5.6556522548639085,11.42857220732149,0.005271997857256116,0.026998622801341188,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lido-1,2.0781751709690233,5.65536501712089,11.426610214928333,0.0052748648953561475,0.026998622801341188,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
stl-1,1.8616166465972983,7.68879899958893,11.423340365527318,0.005279647146067477,0.026998622801341188,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F48E8.3,1.9933355322173665,7.3306905867737076,11.420220753167735,0.005284214400780659,0.026998622801341188,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C35E7.8,1.9181755937838816,5.992377686268497,11.419843918024851,0.005284766417539292,0.026998622801341188,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
evl-14,2.103516281970015,8.341659244154178,11.40962959877941,0.005299754865918835,0.027024484386729348,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
thk-1,1.7600938189603104,7.593157922752938,11.407935180513075,0.005302246055965736,0.027024484386729348,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pes-5,2.3532482386861178,6.406743499873765,11.381503033345814,0.005341285465596824,0.02715327755272826,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
H28G03.2,2.3917588663200826,6.875697662681578,11.379571820850384,0.005344150965730711,0.02715327755272826,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
B0001.8,1.6308305015056002,7.383475434671059,11.351611950288902,0.005385839593895444,0.0272722238982067,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tbc-11,2.0624145071557463,5.293474172771154,11.349871795591858,0.005388446749683971,0.0272722238982067,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rnp-7,1.8414470659925868,7.7088574368813525,11.34620024051007,0.005393952439127861,0.02727894304807576,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
edc-4,2.045798850898158,7.706280162390316,11.338750885618074,0.005405143380873096,0.02728612985520793,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ttr-50,2.010586059674866,6.721197976554782,11.332621662305469,0.005414371509245491,0.0272942168863589,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mdt-17,1.8768310416650826,8.103458192999629,11.315202070344043,0.0054406992035002785,0.027388068696725765,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rnp-2,1.7224133331372025,6.601281522398199,11.309430989279887,0.005449454545122019,0.027411008262790186,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fntb-1,2.303582600782343,8.113233726616842,11.290586913665727,0.005478158054156471,0.027534175470044345,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
H35B03.2,1.7129095258914993,6.739461771226756,11.274820702290201,0.00550230935438155,0.02759184160887645,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lsm-4,2.1228371762445475,6.610967157471998,11.24060142599493,0.005555157867132878,0.027794992065287055,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R107.5,1.798684034218245,9.11868422756836,11.239782031710021,0.0055564306110405986,0.027794992065287055,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
acdh-10,2.2352438057503274,8.175848176965838,11.234844613102,0.005564107004032804,0.027794992065287055,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pbs-7,1.7671570687315672,9.288368338764917,11.231049834045372,0.005570015329044879,0.027803234008665148,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mcm-7,1.8584411114405273,10.395097326141308,11.188662501743428,0.005636512414171807,0.028006689156870417,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
git-1,1.7050689755537227,6.5070510206077685,11.180456374908282,0.005649493276897903,0.02801896903604359,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tth-1,3.0000540719330897,5.477932014948938,11.176256951890126,0.00565614966909258,0.02801896903604359,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C55B6.1,2.4007291379542943,7.7113352224438065,11.16817992022618,0.005668978181318893,0.028061227100705875,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rfth-1,2.383511031044682,5.594451312915062,11.159418239521823,0.005682932631318663,0.028087711695593907,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ttll-12,2.2198838222502295,7.645942715881544,11.120786762063203,0.005744941251703803,0.028223266691026434,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nasp-2,2.2563786880113157,11.952890284502201,11.113783364050548,0.005756267258426613,0.028257645812231093,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fcd-2,1.6395561427019443,7.632821654537199,11.08862107271504,0.00579717635304624,0.028394421912257238,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F33D11.10,2.1205811788374453,8.892222663235868,11.078482455867858,0.005813755946002399,0.028454282287443528,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
E02H4.6,1.9802660175921807,6.663445115128785,11.065014536602781,0.005835865842139875,0.028506793616848047,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
smc-3,1.9637270086544796,8.818295376559902,11.063970715154435,0.005837583560380739,0.028506793616848047,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tag-307,1.9940269742835195,7.938236462569118,11.027811676776114,0.005897454107928119,0.028729632226687854,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
slc-25A18.2,3.348804109048742,3.041459407939294,11.02177670442815,0.0059075164088144795,0.028729632226687854,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
zgpa-1,2.0107011877515064,5.825966757231114,11.017359393255374,0.005914894273527052,0.028729632226687854,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C05C10.5,1.8823767550266042,9.807178526394038,11.009756734202945,0.00592761763449103,0.028729632226687854,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
icp-1,1.8674615185680208,8.199904934590343,11.0031122830114,0.005938763641409281,0.028729632226687854,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rsp-1,1.7106133721926273,8.453837822434595,10.999742709759888,0.005944425446424226,0.028729632226687854,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y43F4B.10,1.581410703464929,6.652902204140974,10.999652696854389,0.005944576779376882,0.028729632226687854,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lsd-1,1.7140353975934999,7.414594559759657,10.987242429711824,0.005965484618747105,0.028786880322098925,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F48F7.6,1.9362334449182361,6.1348712242256385,10.966147995159613,0.006001220740192086,0.028937939595800686,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
scc-1,1.7330995478060665,7.546760579197197,10.864182313589781,0.0061775354162722975,0.029625997391756635,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
swan-1,2.565826375916025,7.260084578906543,10.862660381854857,0.006180212658534621,0.029625997391756635,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tra-4,2.1677977265748596,7.401637020771395,10.827283492047258,0.006242828962671632,0.029838528768142816,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T05H10.4,2.215397319882304,8.187924809772532,10.823708340222218,0.006249198137453071,0.029847121170030064,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R05G6.4,1.8632215711944402,6.519367809146304,10.817396777892132,0.0062604608441486805,0.02987905617795814,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
AH9.3,2.2102392999252203,5.36630674277373,10.813083798222275,0.006268170839874326,0.029894001032534315,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
jmjd-2,1.5605557234655134,8.191497132804443,10.801872998838551,0.006288263631090135,0.029962124542980497,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cyn-4,1.5182207884301189,7.6830185650837395,10.799997086315155,0.006291633136533353,0.029962124542980497,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dif-1,2.2616580858647195,8.174726095603493,10.764095090718323,0.006356529418142619,0.030029229508722784,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
acl-11,2.167461333199778,5.335499617434044,10.763600449965764,0.006357428987946449,0.030029229508722784,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
algn-8,1.5433147077779037,6.363733046344535,10.748206346331136,0.006385499873758253,0.030101753556510926,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ain-2,2.117000718068104,7.532106664241588,10.744541202499448,0.006392204579360387,0.03011161883019045,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y37H9A.3,1.6133717882405685,6.1041785115922504,10.710776461067667,0.006454360365986566,0.030258249581854326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F42A10.5,2.1801511310141337,7.886314903724057,10.710013530897928,0.006455772961789412,0.030258249581854326,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
bath-39,2.223910559010846,4.611294302547572,10.688975082919088,0.006494869533660953,0.03039785174571495,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y66D12A.9,1.5285720549880006,7.171015282322978,10.681489302365645,0.006508847495785025,0.030401662924435385,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R07E5.1,1.670653858937698,7.014510101239147,10.668969572190631,0.006532304015219621,0.030470860693554216,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
sesn-1,2.950804181962869,3.4536973626473424,10.666821873394236,0.006536337808914423,0.030470860693554216,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
exoc-7,1.8177759799536832,6.807545507735232,10.645158537797585,0.006577189305062496,0.03058580411164746,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C14B4.2,2.748737666191659,3.0811104321706586,10.639498896738445,0.006587911157782173,0.03058733317605858,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
amx-1,1.6841214744768587,7.231923747611858,10.637568615296093,0.006591572641861605,0.03058733317605858,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y54F10AM.11,1.9817513699074254,6.369907872299366,10.627951712659774,0.0066098501707714365,0.030606887776572132,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rab-30,3.201125033615373,5.269062045604386,10.623372305716625,0.006618574482682054,0.030615780665308245,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cyn-15,2.1866499828340906,7.491694786635529,10.622022249526648,0.006621149073275424,0.030615780665308245,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lsy-2,2.0479803285476463,6.029861423672106,10.607661291419088,0.006648608511395648,0.030677572417598716,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
prp-3,1.5228193443359375,7.481053708910274,10.60424764012257,0.006655155327247322,0.030686094019489952,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R144.6,1.824507062834926,6.895817110471342,10.591961672793781,0.006678780348613393,0.030726203763374586,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK673.2,2.6010495806736844,7.960674742699609,10.581134036021465,0.006699682579949781,0.03078005679846324,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
hrpu-2,1.9732542172995255,8.59546918641532,10.561356912021278,0.006738059509958486,0.030863279227236546,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
erd-2.1,2.1901720396574764,6.3403175503835785,10.55438413287597,0.006751651342181089,0.030863279227236546,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R07E4.5,1.8012062686274226,7.75173647661218,10.55275847480861,0.006754824804614751,0.030863279227236546,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ubc-7,1.8309209140668514,8.623014509136794,10.54654782670596,0.006766964769375804,0.03089616292255568,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F44B9.8,1.6486196465847018,8.131980181500321,10.52473683441318,0.006809801719664638,0.031070017769175694,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eif-3.L,2.2878694557446937,8.13061107251628,10.518916123072907,0.0068212872869355375,0.03110068763715232,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y71H10B.1,2.471541019037356,5.3836636763490455,10.514462900101442,0.00683008981778183,0.031108007088980136,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C32D5.10,2.0628087727483573,7.57728234553616,10.48534543678106,0.006887974383962795,0.03130749880898244,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
klc-1,1.6052652791047723,8.902167436180758,10.481621975452205,0.006895417872157566,0.03130749880898244,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C24D10.5,2.3206683493970166,5.413441472595822,10.471993326319783,0.006914710023769327,0.031362920939926736,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pcn-1,1.8825481367616415,10.409699212989459,10.451380494886008,0.0069562232979718955,0.031517822284842824,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dsbn-1,2.3098210598164433,7.570297343500426,10.440940401892835,0.006977360519242435,0.03156977604305881,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R13A5.7,2.689038709410201,6.68307866053596,10.411965718461925,0.0070364186302078165,0.031768005998634406,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pbs-2,1.8985290523835816,8.89990281084905,10.410957322639659,0.007038484532222353,0.031768005998634406,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
clsp-1,1.525659153042881,7.931860585396363,10.407535322866117,0.007045500487980183,0.031768005998634406,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
die-1,2.62920182519652,6.680252104921362,10.398172889980078,0.007064737734698199,0.03180103287596932,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
vps-18,1.6828214941733712,7.175706823702309,10.39412357904486,0.0070730770252987315,0.031804490287999594,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK1307.8,1.7717737701384075,8.720589476203688,10.380147675997183,0.00710194821634403,0.03191233303820383,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
igdb-2,1.7369183539914732,6.173712852315644,10.374915667870017,0.007112791918895555,0.03193907733044641,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ndx-6,2.006131158847192,5.415975027429014,10.36484567731845,0.007133717329054922,0.03201102435835023,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
